,Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry
532,EFX,Year 1,12/31/2012," $2,073,000,000 "," $759,500,000 "," $673,500,000 ", $-   ," $160,000,000 ",Industrials,Research & Consulting Services
533,EFX,Year 2,12/31/2013," $2,303,900,000 "," $787,300,000 "," $715,800,000 ", $-   ," $189,600,000 ",Industrials,Research & Consulting Services
534,EFX,Year 3,12/31/2014," $2,436,400,000 "," $844,700,000 "," $751,700,000 ", $-   ," $201,800,000 ",Industrials,Research & Consulting Services
535,EFX,Year 4,12/31/2015," $2,663,600,000 "," $887,400,000 "," $884,300,000 ", $-   ," $198,000,000 ",Industrials,Research & Consulting Services
536,EIX,Year 1,12/31/2012," $11,862,000,000 "," $7,747,000,000 "," $296,000,000 ", $-   ," $1,562,000,000 ",Utilities,Electric Utilities
537,EIX,Year 2,12/31/2013," $12,581,000,000 "," $8,364,000,000 "," $309,000,000 ", $-   ," $1,622,000,000 ",Utilities,Electric Utilities
538,EIX,Year 3,12/31/2014," $13,413,000,000 "," $8,742,000,000 "," $322,000,000 ", $-   ," $1,720,000,000 ",Utilities,Electric Utilities
539,EIX,Year 4,12/31/2015," $11,524,000,000 "," $7,256,000,000 "," $336,000,000 ", $-   ," $1,919,000,000 ",Utilities,Electric Utilities
540,EL,Year 1,6/30/2013," $10,181,700,000 "," $2,025,900,000 "," $6,597,000,000 ", $-   , $-   ,Consumer Staples,Personal Products
541,EL,Year 2,6/30/2014," $10,968,800,000 "," $2,158,200,000 "," $6,985,900,000 ", $-   , $-   ,Consumer Staples,Personal Products
542,EL,Year 3,6/30/2015," $10,780,400,000 "," $2,100,600,000 "," $7,073,500,000 ", $-   , $-   ,Consumer Staples,Personal Products
543,EL,Year 4,6/30/2016," $11,262,300,000 "," $2,181,100,000 "," $7,337,800,000 ", $-   , $-   ,Consumer Staples,Personal Products
544,EMN,Year 1,12/31/2012," $8,102,000,000 "," $6,340,000,000 "," $644,000,000 "," $198,000,000 ", $-   ,Materials,Diversified Chemicals
545,EMN,Year 2,12/31/2013," $9,350,000,000 "," $6,574,000,000 "," $645,000,000 "," $193,000,000 ", $-   ,Materials,Diversified Chemicals
546,EMN,Year 3,12/31/2014," $9,527,000,000 "," $7,306,000,000 "," $755,000,000 "," $227,000,000 ", $-   ,Materials,Diversified Chemicals
547,EMN,Year 4,12/31/2015," $9,648,000,000 "," $7,068,000,000 "," $762,000,000 "," $251,000,000 ", $-   ,Materials,Diversified Chemicals
548,EMR,Year 1,9/30/2013," $24,669,000,000 "," $14,717,000,000 "," $6,010,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
549,EMR,Year 2,9/30/2014," $17,733,000,000 "," $9,971,000,000 "," $4,375,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
550,EMR,Year 3,9/30/2015," $16,249,000,000 "," $9,241,000,000 "," $4,065,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
551,EMR,Year 4,9/30/2016," $14,522,000,000 "," $8,260,000,000 "," $3,758,000,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
552,EOG,Year 1,12/31/2012," $11,682,636,000 "," $1,699,428,000 "," $3,862,434,000 ", $-   ," $3,169,703,000 ",Energy,Oil & Gas Exploration & Production
553,EOG,Year 2,12/31/2013," $14,487,118,000 "," $2,066,893,000 "," $4,621,096,000 ", $-   ," $3,600,976,000 ",Energy,Oil & Gas Exploration & Production
554,EOG,Year 3,12/31/2014," $18,035,340,000 "," $2,534,389,000 "," $5,285,634,000 ", $-   ," $3,997,041,000 ",Energy,Oil & Gas Exploration & Production
555,EOG,Year 4,12/31/2015," $8,757,428,000 "," $2,177,757,000 "," $3,174,320,000 ", $-   ," $3,313,644,000 ",Energy,Oil & Gas Exploration & Production
556,EQIX,Year 1,12/31/2012," $1,887,376,000 "," $944,617,000 "," $531,180,000 ", $-   , $-   ,Real Estate,REITs
557,EQIX,Year 2,12/31/2013," $2,152,766,000 "," $1,064,403,000 "," $621,413,000 ", $-   , $-   ,Real Estate,REITs
558,EQIX,Year 3,12/31/2014," $2,443,776,000 "," $1,197,885,000 "," $734,119,000 ", $-   , $-   ,Real Estate,REITs
559,EQIX,Year 4,12/31/2015," $2,725,867,000 "," $1,291,506,000 "," $825,296,000 ", $-   , $-   ,Real Estate,REITs
560,EQR,Year 1,12/31/2012," $1,747,502,000 "," $625,507,000 "," $47,233,000 ", $-   ," $560,669,000 ",Real Estate,REITs
561,EQR,Year 2,12/31/2013," $2,387,702,000 "," $834,228,000 "," $62,179,000 ", $-   ," $978,973,000 ",Real Estate,REITs
562,EQR,Year 3,12/31/2014," $2,614,748,000 "," $883,564,000 "," $50,948,000 ", $-   ," $758,861,000 ",Real Estate,REITs
563,EQR,Year 4,12/31/2015," $2,744,965,000 "," $905,168,000 "," $65,082,000 ", $-   ," $765,895,000 ",Real Estate,REITs
564,EQT,Year 1,12/31/2013," $1,859,177,000 "," $354,561,000 "," $200,849,000 ", $-   ," $653,132,000 ",Energy,Oil & Gas Exploration & Production
565,EQT,Year 2,12/31/2014," $2,388,768,000 "," $443,974,000 "," $238,134,000 ", $-   ," $679,298,000 ",Energy,Oil & Gas Exploration & Production
566,EQT,Year 3,12/31/2015," $1,954,000,000 "," $523,043,000 "," $249,925,000 ", $-   ," $819,216,000 ",Energy,Oil & Gas Exploration & Production
567,EQT,Year 4,12/31/2016," $1,857,339,000 "," $613,909,000 "," $272,747,000 ", $-   ," $927,920,000 ",Energy,Oil & Gas Exploration & Production
568,ES,Year 1,12/31/2012," $6,273,787,000 "," $3,667,434,000 "," $747,356,000 ", $-   ," $740,791,000 ",Utilities,MultiUtilities
569,ES,Year 2,12/31/2013," $7,301,204,000 "," $3,997,940,000 "," $914,149,000 ", $-   ," $859,680,000 ",Utilities,MultiUtilities
570,ES,Year 3,12/31/2014," $7,741,856,000 "," $4,449,139,000 "," $1,034,507,000 ", $-   ," $625,361,000 ",Utilities,MultiUtilities
571,ES,Year 4,12/31/2015," $7,954,827,000 "," $4,416,194,000 "," $1,086,274,000 ", $-   ," $688,195,000 ",Utilities,MultiUtilities
572,ESS,Year 1,12/31/2012," $535,153,000 "," $172,167,000 "," $24,573,000 ", $-   ," $169,173,000 ",Real Estate,Residential REITs
573,ESS,Year 2,12/31/2013," $610,590,000 "," $197,336,000 "," $26,684,000 ", $-   ," $192,420,000 ",Real Estate,Residential REITs
574,ESS,Year 3,12/31/2014," $970,938,000 "," $312,546,000 "," $40,878,000 ", $-   ," $360,592,000 ",Real Estate,Residential REITs
575,ESS,Year 4,12/31/2015," $1,194,407,000 "," $363,508,000 "," $40,090,000 ", $-   ," $453,423,000 ",Real Estate,Residential REITs
576,ETFC,Year 1,12/31/2012," $1,365,000,000 ", $-   ," $921,000,000 ", $-   ," $471,000,000 ",Financials,Investment Banking & Brokerage
577,ETFC,Year 2,12/31/2013," $1,466,000,000 ", $-   ," $888,000,000 ", $-   ," $256,000,000 ",Financials,Investment Banking & Brokerage
578,ETFC,Year 3,12/31/2014," $1,665,000,000 ", $-   ," $958,000,000 ", $-   ," $136,000,000 ",Financials,Investment Banking & Brokerage
579,ETFC,Year 4,12/31/2015," $1,403,000,000 ", $-   ," $1,048,000,000 ", $-   ," $61,000,000 ",Financials,Investment Banking & Brokerage
580,ETN,Year 1,12/31/2012," $16,311,000,000 "," $11,448,000,000 "," $2,894,000,000 "," $439,000,000 ", $-   ,Industrials,Industrial Conglomerates
581,ETN,Year 2,12/31/2013," $22,046,000,000 "," $15,369,000,000 "," $3,886,000,000 "," $644,000,000 ", $-   ,Industrials,Industrial Conglomerates
582,ETN,Year 3,12/31/2014," $22,552,000,000 "," $15,646,000,000 "," $3,810,000,000 "," $647,000,000 ", $-   ,Industrials,Industrial Conglomerates
583,ETN,Year 4,12/31/2015," $20,855,000,000 "," $14,292,000,000 "," $3,596,000,000 "," $625,000,000 ", $-   ,Industrials,Industrial Conglomerates
584,ETR,Year 1,12/31/2012," $10,302,079,000 "," $6,583,627,000 "," $917,162,000 ", $-   ," $1,144,585,000 ",Utilities,Electric Utilities
585,ETR,Year 2,12/31/2013," $11,390,947,000 "," $7,588,885,000 "," $888,051,000 ", $-   ," $1,261,044,000 ",Utilities,Electric Utilities
586,ETR,Year 3,12/31/2014," $12,494,921,000 "," $8,126,187,000 "," $863,455,000 ", $-   ," $1,318,638,000 ",Utilities,Electric Utilities
587,ETR,Year 4,12/31/2015," $11,513,251,000 "," $7,449,273,000 "," $1,074,998,000 ", $-   ," $1,337,276,000 ",Utilities,Electric Utilities
588,EW,Year 1,12/31/2012," $1,899,600,000 "," $491,000,000 "," $697,400,000 "," $291,300,000 ", $-   ,Health Care,Health Care Equipment
589,EW,Year 2,12/31/2013," $2,045,500,000 "," $516,600,000 "," $749,700,000 "," $323,000,000 ", $-   ,Health Care,Health Care Equipment
590,EW,Year 3,12/31/2014," $2,322,900,000 "," $625,600,000 "," $928,700,000 "," $346,500,000 ", $-   ,Health Care,Health Care Equipment
591,EW,Year 4,12/31/2015," $2,493,700,000 "," $617,200,000 "," $850,700,000 "," $383,100,000 ", $-   ,Health Care,Health Care Equipment
592,EXC,Year 1,12/31/2013," $24,888,000,000 "," $17,994,000,000 "," $1,095,000,000 ", $-   ," $2,153,000,000 ",Utilities,MultiUtilities
593,EXC,Year 2,12/31/2014," $27,429,000,000 "," $21,571,000,000 "," $1,154,000,000 ", $-   ," $2,314,000,000 ",Utilities,MultiUtilities
594,EXC,Year 3,12/31/2015," $29,447,000,000 "," $21,406,000,000 "," $1,200,000,000 ", $-   ," $2,450,000,000 ",Utilities,MultiUtilities
595,EXC,Year 4,12/31/2016," $31,360,000,000 "," $22,688,000,000 "," $1,576,000,000 ", $-   ," $3,936,000,000 ",Utilities,MultiUtilities
596,EXPD,Year 1,12/31/2012," $5,992,215,000 "," $4,156,845,000 "," $1,264,632,000 ", $-   ," $39,940,000 ",Industrials,Air Freight & Logistics
597,EXPD,Year 2,12/31/2013," $6,080,257,000 "," $4,197,404,000 "," $1,282,709,000 ", $-   ," $48,071,000 ",Industrials,Air Freight & Logistics
598,EXPD,Year 3,12/31/2014," $6,564,721,000 "," $4,583,294,000 "," $1,337,487,000 ", $-   ," $49,292,000 ",Industrials,Air Freight & Logistics
599,EXPD,Year 4,12/31/2015," $6,616,632,000 "," $4,428,855,000 "," $1,420,281,000 ", $-   ," $46,012,000 ",Industrials,Air Freight & Logistics
600,EXPE,Year 1,12/31/2013," $4,771,259,000 "," $1,038,034,000 "," $3,151,043,000 ", $-   ," $71,731,000 ",Consumer Discretionary,Internet & Direct Marketing Retail
601,EXPE,Year 2,12/31/2014," $5,763,485,000 "," $1,179,081,000 "," $3,919,856,000 ", $-   ," $76,773,000 ",Consumer Discretionary,Internet & Direct Marketing Retail
602,EXPE,Year 3,12/31/2015," $6,672,317,000 "," $1,309,559,000 "," $4,785,243,000 ", $-   ," $156,458,000 ",Consumer Discretionary,Internet & Direct Marketing Retail
603,EXPE,Year 4,12/31/2016," $8,773,564,000 "," $1,596,698,000 "," $6,280,728,000 ", $-   ," $317,141,000 ",Consumer Discretionary,Internet & Direct Marketing Retail
604,EXR,Year 1,12/31/2012," $409,396,000 "," $114,028,000 "," $58,323,000 ", $-   ," $74,453,000 ",Real Estate,Specialized REITs
605,EXR,Year 2,12/31/2013," $520,613,000 "," $140,012,000 "," $63,268,000 ", $-   ," $95,232,000 ",Real Estate,Specialized REITs
606,EXR,Year 3,12/31/2014," $647,155,000 "," $172,416,000 "," $71,369,000 ", $-   ," $115,076,000 ",Real Estate,Specialized REITs
607,EXR,Year 4,12/31/2015," $782,270,000 "," $203,965,000 "," $80,791,000 ", $-   ," $133,457,000 ",Real Estate,Specialized REITs
608,F,Year 1,12/31/2013," $146,917,000,000 "," $123,050,000,000 "," $10,850,000,000 ", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers
609,F,Year 2,12/31/2014," $144,077,000,000 "," $131,903,000,000 "," $11,842,000,000 ", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers
610,F,Year 3,12/31/2015," $149,558,000,000 "," $131,409,000,000 "," $10,502,000,000 ", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers
611,F,Year 4,12/31/2016," $151,800,000,000 "," $135,488,000,000 "," $12,196,000,000 ", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers
612,FAST,Year 1,12/31/2013," $3,326,106,000 "," $1,606,661,000 "," $1,007,431,000 ", $-   , $-   ,Industrials,Building Products
613,FAST,Year 2,12/31/2014," $3,733,507,000 "," $1,836,105,000 "," $1,110,776,000 ", $-   , $-   ,Industrials,Building Products
614,FAST,Year 3,12/31/2015," $3,869,187,000 "," $1,920,253,000 "," $1,121,590,000 ", $-   , $-   ,Industrials,Building Products
615,FAST,Year 4,12/31/2016," $3,962,036,000 "," $1,997,259,000 "," $1,169,470,000 ", $-   , $-   ,Industrials,Building Products
616,FB,Year 1,12/31/2013," $7,872,000,000 "," $1,875,000,000 "," $1,778,000,000 "," $1,415,000,000 ", $-   ,Information Technology,Internet Software & Services
617,FB,Year 2,12/31/2014," $12,466,000,000 "," $2,153,000,000 "," $2,653,000,000 "," $2,666,000,000 ", $-   ,Information Technology,Internet Software & Services
618,FB,Year 3,12/31/2015," $17,928,000,000 "," $2,867,000,000 "," $4,020,000,000 "," $4,816,000,000 ", $-   ,Information Technology,Internet Software & Services
619,FB,Year 4,12/31/2016," $27,638,000,000 "," $3,789,000,000 "," $5,503,000,000 "," $5,919,000,000 ", $-   ,Information Technology,Internet Software & Services
620,FBHS,Year 1,12/31/2012," $3,134,800,000 "," $2,093,200,000 "," $873,100,000 ", $-   ," $7,400,000 ",Industrials,Building Products
621,FBHS,Year 2,12/31/2013," $3,703,600,000 "," $2,408,500,000 "," $938,700,000 ", $-   ," $9,400,000 ",Industrials,Building Products
622,FBHS,Year 3,12/31/2014," $4,013,600,000 "," $2,646,700,000 "," $943,300,000 ", $-   ," $13,100,000 ",Industrials,Building Products
623,FBHS,Year 4,12/31/2015," $4,579,400,000 "," $2,997,500,000 "," $1,047,600,000 ", $-   ," $21,600,000 ",Industrials,Building Products
624,FCX,Year 1,12/31/2012," $18,010,000,000 "," $11,561,000,000 "," $431,000,000 "," $285,000,000 ", $-   ,Materials,Copper
625,FCX,Year 2,12/31/2013," $20,921,000,000 "," $14,637,000,000 "," $657,000,000 "," $210,000,000 ", $-   ,Materials,Copper
626,FCX,Year 3,12/31/2014," $21,438,000,000 "," $19,504,000,000 "," $592,000,000 "," $126,000,000 ", $-   ,Materials,Copper
627,FCX,Year 4,12/31/2015," $15,877,000,000 "," $28,524,000,000 "," $569,000,000 "," $127,000,000 ", $-   ,Materials,Copper
628,FDX,Year 1,5/31/2013," $44,287,000,000 "," $16,448,000,000 "," $20,359,000,000 ", $-   ," $2,386,000,000 ",Industrials,Air Freight & Logistics
629,FDX,Year 2,5/31/2014," $45,567,000,000 "," $17,052,000,000 "," $22,113,000,000 ", $-   ," $2,587,000,000 ",Industrials,Air Freight & Logistics
630,FDX,Year 3,5/31/2015," $47,453,000,000 "," $16,984,000,000 "," $25,715,000,000 ", $-   ," $2,611,000,000 ",Industrials,Air Freight & Logistics
631,FDX,Year 4,5/31/2016," $50,365,000,000 "," $17,327,000,000 "," $27,330,000,000 ", $-   ," $2,631,000,000 ",Industrials,Air Freight & Logistics
632,FE,Year 1,12/31/2012," $15,255,000,000 "," $6,717,000,000 "," $5,353,000,000 ", $-   ," $1,051,000,000 ",Utilities,Electric Utilities
633,FE,Year 2,12/31/2013," $14,892,000,000 "," $6,459,000,000 "," $4,315,000,000 ", $-   ," $1,741,000,000 ",Utilities,Electric Utilities
634,FE,Year 3,12/31/2014," $15,049,000,000 "," $6,996,000,000 "," $5,759,000,000 ", $-   ," $1,232,000,000 ",Utilities,Electric Utilities
635,FE,Year 4,12/31/2015," $15,026,000,000 "," $6,173,000,000 "," $4,969,000,000 ", $-   ," $1,550,000,000 ",Utilities,Electric Utilities
636,FFIV,Year 1,9/30/2013," $1,481,314,000 "," $253,047,000 "," $587,835,000 "," $209,614,000 ", $-   ,Information Technology,Networking Equipment
637,FFIV,Year 2,9/30/2014," $1,732,046,000 "," $309,959,000 "," $664,738,000 "," $263,792,000 ", $-   ,Information Technology,Networking Equipment
638,FFIV,Year 3,9/30/2015," $1,919,823,000 "," $332,261,000 "," $738,080,000 "," $296,583,000 ", $-   ,Information Technology,Networking Equipment
639,FFIV,Year 4,9/30/2016," $1,995,034,000 "," $337,205,000 "," $767,174,000 "," $334,227,000 ", $-   ,Information Technology,Networking Equipment
640,FIS,Year 1,12/31/2012," $5,795,800,000 "," $3,956,200,000 "," $763,300,000 ", $-   , $-   ,Information Technology,Internet Software & Services
641,FIS,Year 2,12/31/2013," $6,063,400,000 "," $4,092,700,000 "," $907,800,000 ", $-   , $-   ,Information Technology,Internet Software & Services
642,FIS,Year 3,12/31/2014," $6,413,800,000 "," $4,328,300,000 "," $814,900,000 ", $-   , $-   ,Information Technology,Internet Software & Services
643,FIS,Year 4,12/31/2015," $6,595,200,000 "," $4,393,200,000 "," $1,102,800,000 ", $-   , $-   ,Information Technology,Internet Software & Services
644,FISV,Year 1,12/31/2012," $4,436,000,000 "," $2,564,000,000 "," $824,000,000 ", $-   , $-   ,Information Technology,Internet Software & Services
645,FISV,Year 2,12/31/2013," $4,814,000,000 "," $2,776,000,000 "," $977,000,000 ", $-   , $-   ,Information Technology,Internet Software & Services
646,FISV,Year 3,12/31/2014," $5,066,000,000 "," $2,881,000,000 "," $975,000,000 ", $-   , $-   ,Information Technology,Internet Software & Services
647,FISV,Year 4,12/31/2015," $5,254,000,000 "," $2,909,000,000 "," $1,034,000,000 ", $-   , $-   ,Information Technology,Internet Software & Services
648,FL,Year 1,2/2/2013," $6,182,000,000 "," $4,148,000,000 "," $1,294,000,000 ", $-   ," $118,000,000 ",Consumer Discretionary,Apparel Retail
649,FL,Year 2,2/1/2014," $6,505,000,000 "," $4,372,000,000 "," $1,334,000,000 ", $-   ," $133,000,000 ",Consumer Discretionary,Apparel Retail
650,FL,Year 3,1/31/2015," $7,151,000,000 "," $4,777,000,000 "," $1,426,000,000 ", $-   ," $139,000,000 ",Consumer Discretionary,Apparel Retail
651,FL,Year 4,1/30/2016," $7,412,000,000 "," $4,907,000,000 "," $1,415,000,000 ", $-   ," $148,000,000 ",Consumer Discretionary,Apparel Retail
652,FLIR,Year 1,12/31/2012," $1,405,358,000 "," $670,174,000 "," $292,500,000 "," $137,354,000 ", $-   ,Information Technology,Electronic Equipment & Instruments
653,FLIR,Year 2,12/31/2013," $1,496,372,000 "," $759,362,000 "," $322,739,000 "," $147,696,000 ", $-   ,Information Technology,Electronic Equipment & Instruments
654,FLIR,Year 3,12/31/2014," $1,530,654,000 "," $780,281,000 "," $331,995,000 "," $142,751,000 ", $-   ,Information Technology,Electronic Equipment & Instruments
655,FLIR,Year 4,12/31/2015," $1,557,067,000 "," $803,506,000 "," $313,544,000 "," $132,892,000 ", $-   ,Information Technology,Electronic Equipment & Instruments
656,FLR,Year 1,12/31/2013," $27,351,573,000 "," $25,986,382,000 "," $175,148,000 ", $-   , $-   ,Industrials,Diversified Commercial Services
657,FLR,Year 2,12/31/2014," $21,531,577,000 "," $20,132,544,000 "," $182,711,000 ", $-   , $-   ,Industrials,Diversified Commercial Services
658,FLR,Year 3,12/31/2015," $18,114,048,000 "," $17,019,352,000 "," $408,225,000 ", $-   , $-   ,Industrials,Diversified Commercial Services
659,FLR,Year 4,12/31/2016," $19,036,525,000 "," $18,246,209,000 "," $191,073,000 ", $-   , $-   ,Industrials,Diversified Commercial Services
660,FLS,Year 1,12/31/2013," $4,954,619,000 "," $3,266,524,000 "," $966,829,000 ", $-   , $-   ,Industrials,Industrial Machinery
661,FLS,Year 2,12/31/2014," $4,877,885,000 "," $3,163,268,000 "," $936,900,000 ", $-   , $-   ,Industrials,Industrial Machinery
662,FLS,Year 3,12/31/2015," $4,561,030,000 "," $3,073,712,000 "," $971,611,000 ", $-   , $-   ,Industrials,Industrial Machinery
663,FLS,Year 4,12/31/2016," $3,991,462,000 "," $2,759,908,000 "," $965,322,000 ", $-   , $-   ,Industrials,Industrial Machinery
664,FMC,Year 1,12/31/2012," $3,409,900,000 "," $2,141,600,000 "," $489,700,000 "," $112,000,000 ", $-   ,Materials,Diversified Chemicals
665,FMC,Year 2,12/31/2013," $3,130,700,000 "," $1,929,800,000 "," $496,100,000 "," $115,600,000 ", $-   ,Materials,Diversified Chemicals
666,FMC,Year 3,12/31/2014," $3,258,700,000 "," $2,047,800,000 "," $589,800,000 "," $126,300,000 ", $-   ,Materials,Diversified Chemicals
667,FMC,Year 4,12/31/2015," $3,276,500,000 "," $2,201,100,000 "," $737,900,000 "," $143,700,000 ", $-   ,Materials,Diversified Chemicals
668,FRT,Year 1,12/31/2013," $637,413,000 "," $190,454,000 "," $31,970,000 ", $-   ," $160,828,000 ",Real Estate,Retail REITs
669,FRT,Year 2,12/31/2014," $686,090,000 "," $211,923,000 "," $32,316,000 ", $-   ," $170,814,000 ",Real Estate,Retail REITs
670,FRT,Year 3,12/31/2015," $744,012,000 "," $233,417,000 "," $35,645,000 ", $-   ," $174,796,000 ",Real Estate,Retail REITs
671,FRT,Year 4,12/31/2016," $801,591,000 "," $253,612,000 "," $33,399,000 ", $-   ," $193,585,000 ",Real Estate,Retail REITs
672,FSLR,Year 1,12/31/2012," $3,368,545,000 "," $2,515,796,000 "," $280,928,000 "," $132,460,000 ", $-   ,Information Technology,Semiconductors
