Country / territory of asylum/residence,Origin,Year,Month,Value,Date
Australia,Rep. of Korea,2016,January,8,1/1/16
Australia,Rep. of Korea,2016,February,1,2/1/16
Australia,Rep. of Korea,2016,March,3,3/1/16
Australia,Rep. of Korea,2016,April,2,4/1/16
Australia,Dem. People's Rep. of Korea,1999,September,2,9/1/99
Australia,Dem. People's Rep. of Korea,1999,December,1,12/1/99
Australia,Dem. People's Rep. of Korea,2000,March,2,3/1/00
Australia,Dem. People's Rep. of Korea,2000,November,2,11/1/00
Australia,Dem. People's Rep. of Korea,2000,December,1,12/1/00
Australia,Dem. People's Rep. of Korea,2001,June,1,6/1/01
Australia,Dem. People's Rep. of Korea,2002,April,1,4/1/02
Australia,Dem. People's Rep. of Korea,2002,August,1,8/1/02
Australia,Dem. People's Rep. of Korea,2002,September,1,9/1/02
Australia,Dem. People's Rep. of Korea,2003,January,1,1/1/03
Australia,Dem. People's Rep. of Korea,2003,May,1,5/1/03
Australia,Dem. People's Rep. of Korea,2003,June,1,6/1/03
Australia,Dem. People's Rep. of Korea,2003,September,1,9/1/03
Australia,Dem. People's Rep. of Korea,2004,November,1,11/1/04
Australia,Dem. People's Rep. of Korea,2005,January,1,1/1/05
Australia,Dem. People's Rep. of Korea,2005,May,4,5/1/05
Australia,Dem. People's Rep. of Korea,2005,August,1,8/1/05
Australia,Dem. People's Rep. of Korea,2006,March,4,3/1/06
Australia,Dem. People's Rep. of Korea,2006,June,1,6/1/06
Australia,Dem. People's Rep. of Korea,2007,February,1,2/1/07
Australia,Dem. People's Rep. of Korea,2007,April,2,4/1/07
Australia,Dem. People's Rep. of Korea,2007,November,2,11/1/07
Australia,Dem. People's Rep. of Korea,2008,March,1,3/1/08
Australia,Dem. People's Rep. of Korea,2008,April,4,4/1/08
Australia,Dem. People's Rep. of Korea,2008,May,2,5/1/08
Australia,Dem. People's Rep. of Korea,2008,August,1,8/1/08
Australia,Dem. People's Rep. of Korea,2008,November,3,11/1/08
Australia,Dem. People's Rep. of Korea,2009,April,4,4/1/09
Australia,Dem. People's Rep. of Korea,2009,September,1,9/1/09
Australia,Dem. People's Rep. of Korea,2009,October,2,10/1/09
Australia,Dem. People's Rep. of Korea,2009,December,5,12/1/09
Australia,Dem. People's Rep. of Korea,2010,January,1,1/1/10
Australia,Dem. People's Rep. of Korea,2010,March,2,3/1/10
Australia,Dem. People's Rep. of Korea,2010,April,1,4/1/10
Australia,Dem. People's Rep. of Korea,2010,July,2,7/1/10
Australia,Dem. People's Rep. of Korea,2010,August,3,8/1/10
Australia,Dem. People's Rep. of Korea,2010,September,1,9/1/10
Australia,Dem. People's Rep. of Korea,2010,October,1,10/1/10
Australia,Dem. People's Rep. of Korea,2010,November,8,11/1/10
Australia,Dem. People's Rep. of Korea,2010,December,6,12/1/10
Australia,Dem. People's Rep. of Korea,2011,January,4,1/1/11
Australia,Dem. People's Rep. of Korea,2011,March,5,3/1/11
Australia,Dem. People's Rep. of Korea,2011,April,8,4/1/11
Australia,Dem. People's Rep. of Korea,2011,May,2,5/1/11
Australia,Dem. People's Rep. of Korea,2011,July,1,7/1/11
Australia,Dem. People's Rep. of Korea,2011,August,1,8/1/11
Australia,Dem. People's Rep. of Korea,2011,November,1,11/1/11
Australia,Dem. People's Rep. of Korea,2012,February,1,2/1/12
Australia,Dem. People's Rep. of Korea,2012,December,1,12/1/12
Australia,Dem. People's Rep. of Korea,2013,July,1,7/1/13
Australia,Dem. People's Rep. of Korea,2014,September,0,9/1/14
Australia,Kuwait,1999,February,4,2/1/99
Australia,Kuwait,1999,March,2,3/1/99
Australia,Kuwait,1999,May,5,5/1/99
Australia,Kuwait,1999,June,5,6/1/99
Australia,Kuwait,1999,September,1,9/1/99
Australia,Kuwait,1999,October,2,10/1/99
Australia,Kuwait,1999,November,2,11/1/99
Australia,Kuwait,1999,December,2,12/1/99
Australia,Kuwait,2000,February,1,2/1/00
Australia,Kuwait,2000,March,2,3/1/00
Australia,Kuwait,2000,May,8,5/1/00
Australia,Kuwait,2000,September,1,9/1/00
Australia,Kuwait,2000,October,1,10/1/00
Australia,Kuwait,2001,January,1,1/1/01
Australia,Kuwait,2002,January,1,1/1/02
Australia,Kuwait,2002,October,2,10/1/02
Australia,Kuwait,2003,June,1,6/1/03
Australia,Kuwait,2004,August,1,8/1/04
Australia,Kuwait,2005,June,2,6/1/05
Australia,Kuwait,2006,January,1,1/1/06
Australia,Kuwait,2008,April,1,4/1/08
Australia,Kuwait,2008,August,1,8/1/08
Australia,Kuwait,2009,February,1,2/1/09
Australia,Kuwait,2009,June,3,6/1/09
Australia,Kuwait,2009,October,3,10/1/09
Australia,Kuwait,2010,April,2,4/1/10
Australia,Kuwait,2010,June,9,6/1/10
Australia,Kuwait,2010,July,6,7/1/10
Australia,Kuwait,2010,August,3,8/1/10
Australia,Kuwait,2010,September,7,9/1/10
Australia,Kuwait,2010,October,6,10/1/10
Australia,Kuwait,2010,November,1,11/1/10
Australia,Kuwait,2011,May,1,5/1/11
Australia,Kuwait,2011,August,1,8/1/11
Australia,Kuwait,2011,November,2,11/1/11
Australia,Kuwait,2012,August,1,8/1/12
Australia,Kuwait,2012,September,1,9/1/12
Australia,Kuwait,2012,December,4,12/1/12
Australia,Kuwait,2013,January,1,1/1/13
Australia,Viet Nam,2014,May,19,5/1/14
Australia,The former Yugoslav Rep. of Macedonia,2002,February,3,2/1/02
Australia,Viet Nam,2014,June,101,6/1/14
Australia,Viet Nam,2014,July,38,7/1/14
Australia,Viet Nam,2014,August,8,8/1/14
Australia,Viet Nam,2014,September,31,9/1/14
Australia,Viet Nam,2014,October,11,10/1/14
Australia,Viet Nam,2014,November,8,11/1/14
Australia,Viet Nam,2014,December,10,12/1/14
Australia,Viet Nam,2015,January,5,1/1/15
Australia,Viet Nam,2015,February,9,2/1/15
Australia,Viet Nam,2015,March,10,3/1/15
Australia,Viet Nam,2015,April,8,4/1/15
Australia,Viet Nam,2015,May,11,5/1/15
Australia,Viet Nam,2015,June,15,6/1/15
Australia,Viet Nam,2015,July,9,7/1/15
Australia,Viet Nam,2015,August,21,8/1/15
Australia,Viet Nam,2015,September,27,9/1/15
Australia,Viet Nam,2015,October,34,10/1/15
Australia,Viet Nam,2015,November,28,11/1/15
Australia,Viet Nam,2015,December,46,12/1/15
Australia,Viet Nam,2016,January,25,1/1/16
Australia,Viet Nam,2016,February,37,2/1/16
Australia,Viet Nam,2016,March,40,3/1/16
Australia,Viet Nam,2016,April,33,4/1/16
Australia,Stateless,1999,January,3,1/1/99
Australia,Stateless,1999,February,7,2/1/99
Australia,Stateless,1999,March,8,3/1/99
Australia,Stateless,1999,April,4,4/1/99
Australia,Stateless,1999,May,6,5/1/99
Australia,Stateless,1999,June,2,6/1/99
Australia,Stateless,1999,July,1,7/1/99
Australia,Stateless,1999,August,2,8/1/99
Australia,Stateless,1999,September,6,9/1/99
Australia,Stateless,1999,October,5,10/1/99
Australia,Stateless,1999,November,12,11/1/99
Australia,Stateless,1999,December,2,12/1/99
Australia,Stateless,2000,January,2,1/1/00
Australia,Stateless,2000,February,11,2/1/00
Australia,Stateless,2000,March,3,3/1/00
Australia,Stateless,2000,April,13,4/1/00
Australia,Stateless,2000,May,7,5/1/00
Australia,Stateless,2000,June,9,6/1/00
Australia,Stateless,2000,July,1,7/1/00
Australia,Stateless,2000,August,6,8/1/00
Australia,Stateless,2000,September,5,9/1/00
Australia,Stateless,2000,October,7,10/1/00
Australia,Stateless,2000,November,10,11/1/00
Australia,Stateless,2000,December,1,12/1/00
Australia,Stateless,2001,January,10,1/1/01
Australia,Stateless,2001,March,13,3/1/01
Australia,Stateless,2001,April,8,4/1/01
Australia,Stateless,2001,May,1,5/1/01
Australia,Stateless,2001,June,4,6/1/01
Australia,Stateless,2001,July,1,7/1/01
Australia,Stateless,2001,August,5,8/1/01
Australia,Stateless,2001,September,4,9/1/01
Australia,Stateless,2001,October,13,10/1/01
Australia,Stateless,2001,November,1,11/1/01
Australia,Stateless,2002,January,2,1/1/02
Australia,Stateless,2002,February,1,2/1/02
Australia,Stateless,2002,March,1,3/1/02
Australia,Stateless,2002,April,1,4/1/02
Australia,Stateless,2002,May,7,5/1/02
Australia,Stateless,2002,June,3,6/1/02
Australia,Stateless,2002,July,2,7/1/02
Australia,Stateless,2002,August,1,8/1/02
Australia,Stateless,2002,September,1,9/1/02
Australia,Stateless,2002,October,1,10/1/02
Australia,Stateless,2002,November,1,11/1/02
Australia,Stateless,2002,December,2,12/1/02
Australia,Stateless,2003,January,3,1/1/03
Australia,Stateless,2003,March,1,3/1/03
Australia,Stateless,2003,April,1,4/1/03
Australia,Stateless,2003,May,1,5/1/03
Australia,Stateless,2003,June,1,6/1/03
Australia,Stateless,2003,August,8,8/1/03
Australia,Stateless,2003,September,5,9/1/03
Australia,Stateless,2003,October,1,10/1/03
Australia,Stateless,2004,February,1,2/1/04
Australia,Stateless,2004,March,1,3/1/04
Australia,Stateless,2004,April,3,4/1/04
Australia,Stateless,2004,May,1,5/1/04
Australia,Stateless,2004,June,5,6/1/04
Australia,Stateless,2004,July,5,7/1/04
Australia,Stateless,2004,August,1,8/1/04
Australia,Stateless,2004,October,2,10/1/04
Australia,Stateless,2005,January,2,1/1/05
Australia,Stateless,2005,March,3,3/1/05
Australia,Stateless,2005,May,2,5/1/05
Australia,Stateless,2005,June,1,6/1/05
Australia,Stateless,2005,July,1,7/1/05
Australia,Stateless,2005,August,1,8/1/05
Australia,Stateless,2005,September,1,9/1/05
Australia,Stateless,2005,October,2,10/1/05
Australia,Stateless,2006,January,4,1/1/06
Australia,Stateless,2006,February,1,2/1/06
Australia,Stateless,2006,April,2,4/1/06
Australia,Stateless,2006,May,1,5/1/06
Australia,Stateless,2006,June,1,6/1/06
Australia,Stateless,2006,October,3,10/1/06
Australia,Stateless,2007,July,2,7/1/07
Australia,Stateless,2007,August,1,8/1/07
Australia,Stateless,2007,October,2,10/1/07
Australia,Stateless,2007,December,1,12/1/07
Australia,Stateless,2008,March,2,3/1/08
Australia,Stateless,2008,April,2,4/1/08
Australia,Stateless,2008,July,1,7/1/08
Australia,Stateless,2008,August,1,8/1/08
Australia,Stateless,2008,October,4,10/1/08
Australia,Stateless,2008,December,3,12/1/08
Australia,Stateless,2009,January,9,1/1/09
Australia,Stateless,2009,March,1,3/1/09
Australia,Stateless,2009,April,2,4/1/09
Australia,Stateless,2009,May,17,5/1/09
Australia,Stateless,2009,June,5,6/1/09
Australia,Stateless,2009,July,1,7/1/09
Australia,Stateless,2009,August,4,8/1/09
Australia,Stateless,2009,September,4,9/1/09
Australia,Stateless,2009,October,25,10/1/09
Australia,Stateless,2009,November,95,11/1/09
Australia,Stateless,2009,December,39,12/1/09
Australia,Stateless,2010,January,6,1/1/10
Australia,Stateless,2010,February,46,2/1/10
Australia,Stateless,2010,March,2,3/1/10
Australia,Stateless,2010,April,55,4/1/10
Australia,Stateless,2010,May,2,5/1/10
Australia,Stateless,2010,June,212,6/1/10
Australia,Stateless,2010,July,79,7/1/10
Australia,Stateless,2010,August,130,8/1/10
Australia,Kuwait,2013,March,1,3/1/13
Australia,Kuwait,2013,August,1,8/1/13
Australia,Kuwait,2013,September,1,9/1/13
Australia,Kuwait,2014,April,0,4/1/14
Australia,Kuwait,2014,November,0,11/1/14
Australia,Kuwait,2015,March,0,3/1/15
Australia,Kuwait,2015,May,0,5/1/15
Australia,Kuwait,2015,June,0,6/1/15
Australia,Kuwait,2015,October,0,10/1/15
Australia,Kuwait,2016,February,1,2/1/16
Australia,Kuwait,2016,March,2,3/1/16
Australia,Lao People's Dem. Rep.,1999,May,1,5/1/99
Australia,Lao People's Dem. Rep.,1999,June,2,6/1/99
Australia,Lao People's Dem. Rep.,1999,August,1,8/1/99
Australia,Lao People's Dem. Rep.,2000,February,1,2/1/00
Australia,Lao People's Dem. Rep.,2000,March,1,3/1/00
Australia,Lao People's Dem. Rep.,2000,June,1,6/1/00
Australia,Lao People's Dem. Rep.,2000,August,2,8/1/00
Australia,Lao People's Dem. Rep.,2000,October,1,10/1/00
Australia,Lao People's Dem. Rep.,2000,December,1,12/1/00
Australia,Lao People's Dem. Rep.,2001,January,2,1/1/01
Australia,Lao People's Dem. Rep.,2001,April,3,4/1/01
Australia,Lao People's Dem. Rep.,2001,May,3,5/1/01
Australia,Lao People's Dem. Rep.,2001,June,1,6/1/01
Australia,Lao People's Dem. Rep.,2001,September,4,9/1/01
Australia,Lao People's Dem. Rep.,2002,January,1,1/1/02
Australia,Lao People's Dem. Rep.,2002,April,1,4/1/02
Australia,Lao People's Dem. Rep.,2002,June,1,6/1/02
Australia,Lao People's Dem. Rep.,2002,July,2,7/1/02
Australia,Lao People's Dem. Rep.,2002,November,1,11/1/02
Australia,Lao People's Dem. Rep.,2003,April,1,4/1/03
Australia,Lao People's Dem. Rep.,2003,June,1,6/1/03
Australia,Lao People's Dem. Rep.,2003,July,1,7/1/03
Australia,Lao People's Dem. Rep.,2003,August,1,8/1/03
Australia,Lao People's Dem. Rep.,2003,September,1,9/1/03
Australia,Lao People's Dem. Rep.,2003,October,1,10/1/03
Australia,Lao People's Dem. Rep.,2004,February,1,2/1/04
Australia,Lao People's Dem. Rep.,2004,September,3,9/1/04
Australia,Lao People's Dem. Rep.,2005,March,1,3/1/05
Australia,Lao People's Dem. Rep.,2005,October,1,10/1/05
Australia,Lao People's Dem. Rep.,2009,February,1,2/1/09
Australia,Lao People's Dem. Rep.,2009,December,1,12/1/09
Australia,Lao People's Dem. Rep.,2010,January,1,1/1/10
Australia,Lao People's Dem. Rep.,2010,May,2,5/1/10
Australia,Lao People's Dem. Rep.,2011,March,1,3/1/11
Australia,Lao People's Dem. Rep.,2013,March,2,3/1/13
Australia,Lao People's Dem. Rep.,2013,December,1,12/1/13
Australia,Lao People's Dem. Rep.,2014,March,0,3/1/14
Australia,Lao People's Dem. Rep.,2014,April,0,4/1/14
Australia,Lao People's Dem. Rep.,2014,May,0,5/1/14
Australia,Lao People's Dem. Rep.,2015,April,0,4/1/15
Australia,Lao People's Dem. Rep.,2015,October,0,10/1/15
Australia,Lao People's Dem. Rep.,2016,January,1,1/1/16
Australia,Liberia,1999,March,1,3/1/99
Australia,Liberia,1999,April,1,4/1/99
Australia,Liberia,1999,September,1,9/1/99
Australia,Liberia,2000,February,1,2/1/00
Australia,Liberia,2000,June,2,6/1/00
Australia,Liberia,2002,September,1,9/1/02
Australia,Liberia,2003,January,1,1/1/03
Australia,Liberia,2004,March,1,3/1/04
Australia,Liberia,2004,December,4,12/1/04
Australia,Liberia,2005,June,1,6/1/05
Australia,Liberia,2006,February,1,2/1/06
Australia,Liberia,2006,March,1,3/1/06
Australia,Liberia,2006,November,1,11/1/06
Australia,Liberia,2007,February,3,2/1/07
Australia,Liberia,2008,January,1,1/1/08
Australia,Liberia,2008,September,1,9/1/08
Australia,Liberia,2008,December,4,12/1/08
Australia,Liberia,2009,February,1,2/1/09
Australia,Liberia,2009,October,1,10/1/09
Australia,Liberia,2010,February,2,2/1/10
Australia,Liberia,2010,April,1,4/1/10
Australia,Liberia,2011,April,1,4/1/11
Australia,Liberia,2011,July,1,7/1/11
Australia,Liberia,2011,September,1,9/1/11
Australia,Liberia,2012,February,1,2/1/12
Australia,Liberia,2012,April,1,4/1/12
Australia,Liberia,2012,July,5,7/1/12
Australia,Liberia,2012,August,1,8/1/12
Australia,Liberia,2012,October,1,10/1/12
Australia,Liberia,2012,December,1,12/1/12
Australia,Liberia,2013,January,2,1/1/13
Australia,Liberia,2013,February,1,2/1/13
Australia,Liberia,2013,March,3,3/1/13
Australia,Liberia,2013,June,2,6/1/13
Australia,Liberia,2013,August,1,8/1/13
Australia,Liberia,2013,September,1,9/1/13
Australia,Liberia,2014,August,0,8/1/14
Australia,Liberia,2014,September,0,9/1/14
Australia,Liberia,2015,February,0,2/1/15
Australia,Liberia,2015,April,0,4/1/15
Australia,Liberia,2015,July,0,7/1/15
Australia,Liberia,2015,August,0,8/1/15
Australia,Liberia,2015,November,0,11/1/15
Australia,Liberia,2015,December,0,12/1/15
Australia,Liberia,2016,January,5,1/1/16
Australia,Libya,1999,March,4,3/1/99
Australia,Libya,1999,August,1,8/1/99
Australia,Libya,1999,December,12,12/1/99
Australia,Libya,2001,September,3,9/1/01
Australia,Libya,2002,February,5,2/1/02
Australia,Libya,2003,August,4,8/1/03
Australia,Libya,2004,October,1,10/1/04
Australia,Libya,2005,February,1,2/1/05
Australia,Libya,2008,May,1,5/1/08
Australia,Libya,2009,April,7,4/1/09
Australia,Libya,2010,March,6,3/1/10
Australia,Libya,2010,October,6,10/1/10
Australia,Libya,2011,March,10,3/1/11
Australia,Libya,2011,April,12,4/1/11
Australia,Libya,2011,May,27,5/1/11
Australia,Libya,2011,June,11,6/1/11
Australia,Libya,2011,July,23,7/1/11
Australia,Libya,2011,August,64,8/1/11
Australia,Libya,2011,September,30,9/1/11
Australia,Libya,2011,October,13,10/1/11
Australia,Libya,2011,November,11,11/1/11
Australia,Libya,2011,December,1,12/1/11
Australia,Libya,2012,January,3,1/1/12
Australia,Libya,2012,February,1,2/1/12
Australia,Libya,2012,March,14,3/1/12
Australia,Libya,2012,June,4,6/1/12
Australia,Libya,2012,July,2,7/1/12
Australia,Libya,2012,August,11,8/1/12
Australia,Libya,2012,September,13,9/1/12
Australia,Libya,2012,October,42,10/1/12
Australia,Stateless,2010,September,100,9/1/10
Australia,Stateless,2010,October,160,10/1/10
Australia,Stateless,2010,November,155,11/1/10
Australia,Stateless,2010,December,88,12/1/10
Australia,Stateless,2011,January,124,1/1/11
Australia,Stateless,2011,February,41,2/1/11
Australia,Stateless,2011,March,34,3/1/11
Australia,Stateless,2011,April,10,4/1/11
Australia,Stateless,2011,May,16,5/1/11
Australia,Stateless,2011,June,1,6/1/11
Australia,Stateless,2011,July,2,7/1/11
Australia,Stateless,2011,August,39,8/1/11
Australia,Stateless,2011,September,77,9/1/11
Australia,Stateless,2011,October,34,10/1/11
Australia,Stateless,2011,November,118,11/1/11
Australia,Stateless,2011,December,31,12/1/11
Australia,Stateless,2012,January,78,1/1/12
Australia,Stateless,2012,February,21,2/1/12
Australia,Stateless,2012,March,14,3/1/12
Australia,Stateless,2012,April,92,4/1/12
Australia,Stateless,2012,May,96,5/1/12
Australia,Stateless,2012,June,66,6/1/12
Australia,Stateless,2012,July,35,7/1/12
Australia,Stateless,2012,August,44,8/1/12
Australia,Stateless,2012,September,59,9/1/12
Australia,Stateless,2012,October,55,10/1/12
Australia,Stateless,2012,November,19,11/1/12
Australia,Stateless,2012,December,12,12/1/12
Australia,Stateless,2013,January,39,1/1/13
Australia,Stateless,2013,February,27,2/1/13
Australia,Stateless,2013,March,15,3/1/13
Australia,Stateless,2013,April,25,4/1/13
Australia,Stateless,2013,May,19,5/1/13
Australia,Stateless,2013,June,29,6/1/13
Australia,Stateless,2013,July,73,7/1/13
Australia,Stateless,2013,August,63,8/1/13
Australia,Stateless,2013,September,44,9/1/13
Australia,Stateless,2013,October,25,10/1/13
Australia,Stateless,2013,November,1,11/1/13
Australia,Stateless,2013,December,1,12/1/13
Australia,Stateless,2014,January,0,1/1/14
Australia,Stateless,2014,February,0,2/1/14
Australia,Stateless,2014,March,0,3/1/14
Australia,Stateless,2014,May,0,5/1/14
Australia,Stateless,2014,June,14,6/1/14
Australia,Stateless,2014,July,20,7/1/14
Australia,Stateless,2014,August,0,8/1/14
Australia,Stateless,2014,September,0,9/1/14
Australia,Stateless,2014,October,15,10/1/14
Australia,Stateless,2014,November,0,11/1/14
